eid,raw_eid,highway
1323,4039262,residential
1324,4039262,residential
1325,4039262,residential
1326,4039262,residential
1327,4039262,residential
128310,874807137,service
1328,4039262,residential
73955,163694217,residential
1329,4039268,residential
1330,4039268,residential
1331,4039268,residential
1332,4039268,residential
1333,4039268,residential
147833,1290605671,secondary
1334,4039269,residential
127455,870862632,residential
1335,4039269,residential
1336,4039269,residential
125391,842412281,residential
1340,4039274,secondary
102289,516982835,secondary
114732,681154317,residential
1341,4039274,secondary
1342,4039274,secondary
30240,24677084,residential
116137,686552990,secondary
1343,4039282,primary
146529,1272149156,secondary
1344,4039282,primary
1345,4039282,primary
115913,685774238,primary
1346,4039284,residential
1347,4039284,residential
1348,4039284,residential
1349,4039284,residential
1350,4039284,residential
142943,1207244645,residential
1351,4039287,residential
1352,4039287,residential
1353,4039287,residential
1354,4039287,residential
82204,238381307,service
1355,4039287,residential
1356,4039287,residential
1357,4039287,residential
130637,921396039,service
1358,4039287,residential
1359,4039287,residential
73581,161462994,residential
1360,4039288,primary
75524,172680905,primary
1361,4039288,primary
1362,4039288,primary
1363,4039288,primary
1364,4039288,primary
1365,4039288,primary
1366,4039288,primary
1367,4039288,primary
1368,4039288,primary
139785,1135730432,service
74260,164588919,primary
155485,1456414707,primary
1374,4039289,secondary
1375,4039289,secondary
69142,125685474,service
1376,4039289,secondary
1377,4039289,secondary
1378,4039289,secondary
68180,120689569,tertiary
1379,4039292,residential
1380,4039292,residential
80589,220369637,service
1381,4039292,residential
1382,4039292,residential
56317,56671843,residential
1383,4039295,residential
69150,125693796,tertiary
1384,4039295,residential
1385,4039295,residential
74474,166100247,residential
143450,1217375841,residential
1386,4039300,primary
1387,4039300,primary
1388,4039300,primary
1389,4039300,primary
80922,223927997,primary
1390,4039302,residential
155745,1460704011,residential
1391,4039302,residential
1392,4039302,residential
1393,4039302,residential
40565,30782972,residential
1394,4039302,residential
19100,18798239,residential
57852,62358381,residential
1395,4039306,residential
1396,4039306,residential
1397,4039306,residential
17895,16876963,residential
1398,4039311,primary
90347,318380798,secondary
1399,4039311,primary
128200,874683203,primary
1407,4039314,residential
55957,56066385,residential
1408,4039314,residential
1409,4039314,residential
1410,4039314,residential
1638,4039427,residential
1411,4039314,residential
1412,4039314,residential
1413,4039314,residential
26563,23919511,residential
1414,4039318,secondary
1415,4039318,secondary
1416,4039318,secondary
139158,1126672454,secondary
1417,4039319,primary
2252,4039817,primary
155579,1458783357,service
1418,4039319,primary
1419,4039319,primary
1420,4039322,residential
38426,29892690,service
1421,4039322,residential
1422,4039322,residential
1423,4039322,residential
1424,4039322,residential
1425,4039322,residential
1426,4039322,residential
6962,4517277,residential
109716,624127175,secondary
1427,4039326,residential
44088,34717500,residential
1428,4039326,residential
1429,4039326,residential
1430,4039326,residential
1431,4039326,residential
1432,4039326,residential
1433,4039326,residential
140329,1146559447,residential
1434,4039330,residential
141780,1183368862,tertiary
1435,4039330,residential
1436,4039330,residential
1437,4039330,residential
1438,4039330,residential
1439,4039330,residential
134027,1015224288,residential
1443,4039334,unclassified
155314,1448036799,primary
1444,4039340,residential
80500,219260326,residential
1445,4039340,residential
1446,4039340,residential
1447,4039340,residential
1448,4039340,residential
67631,115012851,service
1449,4039340,residential
1450,4039340,residential
16558,15276201,residential
1451,4039340,residential
131713,962243688,residential
143225,1214885548,residential
1455,4039350,primary
6915,4476805,tertiary
70669,138032009,residential
1456,4039350,primary
1457,4039350,primary
1458,4039354,residential
32808,25463883,secondary
33269,25599714,residential
1459,4039354,residential
1460,4039354,residential
2760,4040661,residential
32797,25463882,secondary
1461,4039356,residential
55236,54794168,primary
143999,1223317242,service
1462,4039356,residential
1463,4039356,residential
1464,4039356,residential
124818,829252356,service
1465,4039356,residential
1466,4039356,residential
86299,280500971,residential
86303,280500974,living_street
1467,4039366,secondary
102489,517156355,primary
1468,4039366,secondary
1469,4039366,secondary
1470,4039366,secondary
1471,4039366,secondary
1472,4039366,secondary
1473,4039366,secondary
113932,674945572,secondary
1476,4039367,secondary
100481,479918627,tertiary
1477,4039367,secondary
152374,1378862324,service
1478,4039368,residential
43813,34566164,primary
1479,4039368,residential
1480,4039368,residential
138106,1106362184,residential
1481,4039371,primary
10067,6063162,tertiary
1482,4039371,primary
1483,4039371,primary
97697,421259154,service
1484,4039371,primary
1485,4039371,primary
1486,4039371,primary
84996,256781194,service
1487,4039371,primary
1488,4039371,primary
1489,4039371,primary
72228,153772402,service
128652,875202525,primary
1490,4039373,primary
1491,4039373,primary
58820,68247749,primary
66142,107378222,primary
1494,4039375,secondary
68245,120997900,secondary
1495,4039375,secondary
81638,232206914,secondary
1499,4039379,primary
55734,55997702,residential
1500,4039379,primary
1501,4039379,primary
123895,825830829,service
130272,908151166,primary
1502,4039380,secondary
58940,68881723,primary
62658,84796885,secondary
62752,84796915,service
1503,4039383,residential
68173,120689568,secondary
1504,4039383,residential
1505,4039383,residential
1506,4039383,residential
1507,4039383,residential
1508,4039383,residential
125407,842412282,residential
1509,4039385,residential
121011,756271541,secondary
133501,1001060796,residential
1510,4039385,residential
1511,4039385,residential
1512,4039385,residential
74252,164505090,residential
1525,4039387,tertiary
56304,56640608,secondary
1526,4039387,tertiary
1527,4039387,tertiary
1528,4039387,tertiary
1529,4039387,tertiary
1530,4039387,tertiary
1531,4039387,tertiary
1532,4039387,tertiary
1533,4039387,tertiary
1534,4039387,tertiary
1535,4039387,tertiary
1536,4039387,tertiary
63177,85320921,service
63191,85320924,tertiary
1537,4039390,service
32919,25470077,primary
137823,1095874217,service
1538,4039394,residential
156224,1476107672,secondary
1539,4039394,residential
1540,4039394,residential
129522,888390760,service
1541,4039394,residential
48372,39999436,residential
125219,840981857,residential
1558,4039396,tertiary
78136,191714998,secondary
1559,4039396,tertiary
1560,4039396,tertiary
1561,4039396,tertiary
1562,4039396,tertiary
1563,4039396,tertiary
8231,5066657,residential
1564,4039396,tertiary
1565,4039396,tertiary
1566,4039396,tertiary
1567,4039396,tertiary
1568,4039396,tertiary
23632,22987415,residential
1569,4039396,tertiary
1570,4039396,tertiary
1571,4039396,tertiary
1572,4039396,tertiary
1573,4039396,tertiary
25421,23695722,tertiary
49421,41114116,residential
78876,197346774,residential
1574,4039399,residential
47702,39230502,residential
1575,4039399,residential
1576,4039399,residential
152586,1385090961,residential
1577,4039403,primary
12188,10660379,residential
1578,4039403,primary
1579,4039403,primary
1580,4039403,primary
1581,4039403,primary
1582,4039403,primary
1583,4039403,primary
103312,538550997,primary
1584,4039404,residential
114740,681154321,residential
1585,4039404,residential
1586,4039404,residential
1587,4039404,residential
98491,438204230,secondary
1588,4039405,primary
1589,4039405,primary
1590,4039405,primary
1591,4039405,primary
1592,4039405,primary
1593,4039405,primary
110301,627724312,primary
147915,1292400538,residential
1594,4039406,residential
147793,1290241844,primary
150378,1335926047,secondary
1595,4039406,residential
1596,4039406,residential
1597,4039406,residential
1598,4039406,residential
17637,16405437,residential
59613,70995646,residential
1599,4039408,residential
1600,4039408,residential
111417,647730741,residential
1609,4039422,service
1610,4039422,service
1611,4039422,service
1612,4039422,service
1613,4039422,service
1614,4039422,service
1615,4039422,service
1616,4039422,service
21241,21346137,service
1621,4039423,tertiary
86788,284318633,primary
1622,4039423,tertiary
1623,4039423,tertiary
1624,4039423,tertiary
112795,668036641,tertiary
118081,707097182,living_street
1625,4039425,residential
1626,4039425,residential
39529,30172144,residential
1627,4039425,residential
1628,4039425,residential
1629,4039425,residential
1630,4039425,residential
1631,4039425,residential
1632,4039425,residential
1633,4039425,residential
30934,24721074,residential
77372,188180851,residential
1634,4039427,residential
55245,54794168,primary
1635,4039427,residential
1636,4039427,residential
1637,4039427,residential
1639,4039427,residential
1640,4039427,residential
1641,4039427,residential
149262,1316215671,residential
1642,4039430,residential
39490,30168418,residential
1643,4039430,residential
125507,845793685,residential
1659,4039431,tertiary
1660,4039431,tertiary
1661,4039431,tertiary
25072,23547865,residential
47801,39352401,residential
1662,4039431,tertiary
1663,4039431,tertiary
1664,4039431,tertiary
1665,4039431,tertiary
47781,39352190,residential
1666,4039431,tertiary
1667,4039431,tertiary
1668,4039431,tertiary
1669,4039431,tertiary
47805,39352500,residential
1670,4039431,tertiary
1671,4039431,tertiary
153373,1411247019,service
1672,4039431,tertiary
1673,4039431,tertiary
152524,1383311314,tertiary
1674,4039435,service
1675,4039435,service
58766,67561679,secondary
1676,4039439,secondary
1677,4039439,secondary
74021,164011888,secondary
1678,4039440,residential
2424,4039918,residential
72305,154070461,residential
1679,4039440,residential
1680,4039440,residential
28429,24241602,service
149035,1314003200,residential
1681,4039443,residential
68166,120689568,secondary
1682,4039443,residential
1683,4039443,residential
1684,4039443,residential
25647,23777518,service
1685,4039443,residential
145930,1246229782,service
1686,4039443,residential
1687,4039443,residential
1688,4039443,residential
125397,842412282,residential
1689,4039450,residential
68855,123461254,tertiary
1690,4039450,residential
1691,4039450,residential
72378,154791386,residential
1692,4039451,tertiary
1693,4039451,tertiary
6669,4472319,residential
1694,4039451,tertiary
1695,4039451,tertiary
1696,4039451,tertiary
106854,583429791,tertiary
1707,4039456,residential
7942,4795824,residential
1708,4039456,residential
1709,4039456,residential
1710,4039456,residential
1711,4039456,residential
1712,4039456,residential
131664,961502659,service
1713,4039456,residential
1714,4039456,residential
108197,611665917,service
1715,4039456,residential
1716,4039456,residential
113142,669875397,secondary
1717,4039461,tertiary
24508,23170629,residential
1718,4039461,tertiary
1719,4039461,tertiary
1720,4039461,tertiary
43925,34676668,tertiary
1721,4039466,tertiary
74557,166753100,tertiary
1722,4039466,tertiary
1723,4039466,tertiary
1995,4039609,tertiary
1726,4039468,residential
72329,154070462,residential
1727,4039468,residential
1729,4039469,primary
